IE_XML_ID;IE_NAME;IP_PROP30;IP_PROP31;IP_PROP32;CP_QUANTITY;CR_PRICE_1_USD
179;Штаны Полосатый Рейс;purple;;L;99;29.06
181;Штаны Полосатый Рейс;purple;;XL;100;29.06
182;Штаны Полосатый Рейс;purple;;XS;100;29.06
183;Штаны Полосатый Рейс;purple;;M;100;29.06
184;Штаны Полосатый Рейс;purple;;S;100;29.06
186;Штаны Полосатый Рейс;green;;L;100;29.06
188;Штаны Полосатый Рейс;green;;XL;100;29.06
189;Штаны Полосатый Рейс;green;;XS;100;29.06
190;Штаны Полосатый Рейс;green;;M;99;29.06
191;Штаны Полосатый Рейс;green;;S;100;29.06
193;Штаны Полосатый Рейс;brown;;L;100;29.06
195;Штаны Полосатый Рейс;brown;;XL;100;29.06
196;Штаны Полосатый Рейс;brown;;XS;100;29.06
197;Штаны Полосатый Рейс;brown;;M;100;29.06
198;Штаны Полосатый Рейс;brown;;S;100;29.06
200;Штаны Полосатый Рейс;blue;;L;100;29.06
202;Штаны Полосатый Рейс;blue;;XL;100;29.06
203;Штаны Полосатый Рейс;blue;;XS;100;29.06
204;Штаны Полосатый Рейс;blue;;M;100;29.06
205;Штаны Полосатый Рейс;blue;;S;100;29.06
209;Штаны Жизнь в Абстракции;redblue;;L;99;27.61
211;Штаны Жизнь в Абстракции;redblue;;XL;100;27.61
212;Штаны Жизнь в Абстракции;redblue;;XS;100;27.61
213;Штаны Жизнь в Абстракции;redblue;;M;100;27.61
214;Штаны Жизнь в Абстракции;redblue;;S;100;27.61
216;Штаны Жизнь в Абстракции;orangered;;L;100;27.61
218;Штаны Жизнь в Абстракции;orangered;;XL;100;27.61
219;Штаны Жизнь в Абстракции;orangered;;XS;99;27.61
220;Штаны Жизнь в Абстракции;orangered;;M;100;27.61
221;Штаны Жизнь в Абстракции;orangered;;S;99;27.61
225;Штаны Цветочная Поляна;purple;;L;100;31.97
227;Штаны Цветочная Поляна;purple;;XL;100;31.97
228;Штаны Цветочная Поляна;purple;;XS;100;31.97
229;Штаны Цветочная Поляна;purple;;M;100;31.97
230;Штаны Цветочная Поляна;purple;;S;100;31.97
232;Штаны Цветочная Поляна;white;;L;100;31.97
234;Штаны Цветочная Поляна;white;;XL;100;31.97
235;Штаны Цветочная Поляна;white;;XS;100;31.97
236;Штаны Цветочная Поляна;white;;M;100;31.97
237;Штаны Цветочная Поляна;white;;S;100;31.97
239;Штаны Цветочная Поляна;red;;L;100;31.97
241;Штаны Цветочная Поляна;red;;XL;100;31.97
242;Штаны Цветочная Поляна;red;;XS;100;31.97
243;Штаны Цветочная Поляна;red;;M;100;31.97
244;Штаны Цветочная Поляна;red;;S;100;31.97
246;Штаны Цветочная Поляна;green;;L;100;31.97
248;Штаны Цветочная Поляна;green;;XL;100;31.97
249;Штаны Цветочная Поляна;green;;XS;100;31.97
250;Штаны Цветочная Поляна;green;;M;100;31.97
251;Штаны Цветочная Поляна;green;;S;100;31.97
255;Платье Модница на Прогулке;blue;;L;100;72.67
257;Платье Модница на Прогулке;blue;;XL;100;72.67
258;Платье Модница на Прогулке;blue;;XS;100;72.67
259;Платье Модница на Прогулке;blue;;M;0;72.67
260;Платье Модница на Прогулке;blue;;S;0;72.67
264;Платье Весенняя Легкость;purple;;L;100;43.6
266;Платье Весенняя Легкость;purple;;XL;100;43.6
267;Платье Весенняя Легкость;purple;;XS;0;43.6
268;Платье Весенняя Легкость;purple;;M;0;43.6
269;Платье Весенняя Легкость;purple;;S;0;43.6
273;Платье Ночная Жизнь;black;;L;100;65.4
275;Платье Ночная Жизнь;black;;XL;100;65.4
276;Платье Ночная Жизнь;black;;XS;100;65.4
277;Платье Ночная Жизнь;black;;M;100;65.4
278;Платье Ночная Жизнь;black;;S;100;65.4
282;Платье Красная Фея;red;;L;99;58.13
284;Платье Красная Фея;red;;XL;100;58.13
285;Платье Красная Фея;red;;XS;100;58.13
286;Платье Красная Фея;red;;M;99;58.13
287;Платье Красная Фея;red;;S;99;58.13
291;Нижнее белье Морская Волна;see;;L;100;18.88
293;Нижнее белье Морская Волна;see;;XL;100;18.88
294;Нижнее белье Морская Волна;see;;XS;100;18.88
295;Нижнее белье Морская Волна;see;;M;100;18.88
296;Нижнее белье Морская Волна;see;;S;100;18.88
300;Нижнее белье Белая Свобода;white;;L;100;20.34
302;Нижнее белье Белая Свобода;white;;XL;99;20.34
303;Нижнее белье Белая Свобода;white;;XS;100;20.34
304;Нижнее белье Белая Свобода;white;;M;100;20.34
305;Нижнее белье Белая Свобода;white;;S;100;20.34
309;Нижнее белье Интимный Вечер;white;;L;100;15.98
311;Нижнее белье Интимный Вечер;white;;XL;100;15.98
312;Нижнее белье Интимный Вечер;white;;XS;100;15.98
313;Нижнее белье Интимный Вечер;white;;M;100;15.98
314;Нижнее белье Интимный Вечер;white;;S;100;15.98
316;Нижнее белье Интимный Вечер;black;;L;100;17.43
318;Нижнее белье Интимный Вечер;black;;XL;100;17.43
319;Нижнее белье Интимный Вечер;black;;XS;100;17.43
320;Нижнее белье Интимный Вечер;black;;M;100;17.43
321;Нижнее белье Интимный Вечер;black;;S;100;17.43
325;Нижнее белье Ночь Морозных Узоров;black;;L;100;21.21
327;Нижнее белье Ночь Морозных Узоров;black;;XL;100;21.21
328;Нижнее белье Ночь Морозных Узоров;black;;XS;100;21.21
329;Нижнее белье Ночь Морозных Узоров;black;;M;100;21.21
330;Нижнее белье Ночь Морозных Узоров;black;;S;100;21.21
334;Нижнее белье Огонек в Ночи;black;;L;100;21.79
336;Нижнее белье Огонек в Ночи;black;;XL;100;21.79
337;Нижнее белье Огонек в Ночи;black;;XS;100;21.79
338;Нижнее белье Огонек в Ночи;black;;M;100;21.79
339;Нижнее белье Огонек в Ночи;black;;S;100;21.79
343;Нижнее белье Розовое Смущенье;pink;;L;100;17.43
345;Нижнее белье Розовое Смущенье;pink;;XL;100;17.43
346;Нижнее белье Розовое Смущенье;pink;;XS;100;17.43
347;Нижнее белье Розовое Смущенье;pink;;M;100;17.43
348;Нижнее белье Розовое Смущенье;pink;;S;100;17.43
352;Нижнее белье Ночь наступает;black;;L;100;22.66
354;Нижнее белье Ночь наступает;black;;XL;100;22.66
355;Нижнее белье Ночь наступает;black;;XS;100;22.66
356;Нижнее белье Ночь наступает;black;;M;100;22.66
357;Нижнее белье Ночь наступает;black;;S;100;22.66
361;Футболка Мужская Чистота;white;;L;100;11.62
363;Футболка Мужская Чистота;white;;XL;100;11.62
364;Футболка Мужская Чистота;white;;XS;100;11.62
365;Футболка Мужская Чистота;white;;M;100;11.62
366;Футболка Мужская Чистота;white;;S;100;11.62
370;Футболка Женская Чистота;white;;L;100;10.89
372;Футболка Женская Чистота;white;;XL;100;10.89
373;Футболка Женская Чистота;white;;XS;100;10.89
374;Футболка Женская Чистота;white;;M;100;10.89
375;Футболка Женская Чистота;white;;S;100;10.89
379;Футболка Женская Ночь;black;;L;100;11.03
381;Футболка Женская Ночь;black;;XL;100;11.03
382;Футболка Женская Ночь;black;;XS;100;11.03
383;Футболка Женская Ночь;black;;M;100;11.03
384;Футболка Женская Ночь;black;;S;100;11.03
388;Футболка Мужской Огонь;red;;L;100;11.32
390;Футболка Мужской Огонь;red;;XL;100;11.32
391;Футболка Мужской Огонь;red;;XS;100;11.32
392;Футболка Мужской Огонь;red;;M;100;11.32
393;Футболка Мужской Огонь;red;;S;100;11.32
397;Футболка Женский Соблазн;white;;L;100;12.34
399;Футболка Женский Соблазн;white;;XL;100;12.34
400;Футболка Женский Соблазн;white;;XS;100;12.34
401;Футболка Женский Соблазн;white;;M;100;12.34
402;Футболка Женский Соблазн;white;;S;100;12.34
406;Спортивный Костюм Нежная Теплота;azure;;L;100;33.87
408;Спортивный Костюм Нежная Теплота;azure;;XL;100;33.87
409;Спортивный Костюм Нежная Теплота;azure;;XS;100;33.87
410;Спортивный Костюм Нежная Теплота;azure;;M;100;33.87
411;Спортивный Костюм Нежная Теплота;azure;;S;100;33.87
415;Спортивный Костюм Огонь в Ночи;black;;L;100;36.33
417;Спортивный Костюм Огонь в Ночи;black;;XL;100;36.33
418;Спортивный Костюм Огонь в Ночи;black;;XS;100;36.33
419;Спортивный Костюм Огонь в Ночи;black;;M;100;36.33
420;Спортивный Костюм Огонь в Ночи;black;;S;100;36.33
431;Спортивный Костюм Элегантность в Ночи;black;;L;100;36.78
433;Спортивный Костюм Элегантность в Ночи;black;;XL;100;36.78
434;Спортивный Костюм Элегантность в Ночи;black;;XS;100;36.78
435;Спортивный Костюм Элегантность в Ночи;black;;M;100;36.78
436;Спортивный Костюм Элегантность в Ночи;black;;S;100;36.78
440;Спортивный Костюм Розовый Вихрь;pink;;L;100;37.36
442;Спортивный Костюм Розовый Вихрь;pink;;XL;100;37.36
443;Спортивный Костюм Розовый Вихрь;pink;;XS;100;37.36
444;Спортивный Костюм Розовый Вихрь;pink;;M;100;37.36
445;Спортивный Костюм Розовый Вихрь;pink;;S;100;37.36
449;Спортивный Костюм Дыхание Спорта;white;;L;100;38.23
451;Спортивный Костюм Дыхание Спорта;white;;XL;100;38.23
452;Спортивный Костюм Дыхание Спорта;white;;XS;100;38.23
453;Спортивный Костюм Дыхание Спорта;white;;M;100;38.23
454;Спортивный Костюм Дыхание Спорта;white;;S;100;38.23
458;Спортивный Костюм Вечерний Спорт;white;;L;100;39.24
460;Спортивный Костюм Вечерний Спорт;white;;XL;100;39.24
461;Спортивный Костюм Вечерний Спорт;white;;XS;100;39.24
462;Спортивный Костюм Вечерний Спорт;white;;M;100;39.24
463;Спортивный Костюм Вечерний Спорт;white;;S;100;39.24
467;Домашние Тапочки Розовый Рай;pink;35;;100;17.43
469;Домашние Тапочки Розовый Рай;pink;36;;100;17.43
470;Домашние Тапочки Розовый Рай;pink;37;;100;17.43
471;Домашние Тапочки Розовый Рай;pink;38;;100;17.43
472;Домашние Тапочки Розовый Рай;pink;39;;100;17.43
477;Домашние Тапочки Любимый Спорт;brown;35;;100;14.52
479;Домашние Тапочки Любимый Спорт;brown;36;;100;14.52
480;Домашние Тапочки Любимый Спорт;brown;37;;100;14.52
481;Домашние Тапочки Любимый Спорт;brown;38;;100;14.52
482;Домашние Тапочки Любимый Спорт;brown;39;;100;14.52
486;Туфли Летняя Легкость;white;35;;100;29.06
488;Туфли Летняя Легкость;white;36;;100;29.06
489;Туфли Летняя Легкость;white;37;;100;29.06
490;Туфли Летняя Легкость;white;38;;100;29.06
491;Туфли Летняя Легкость;white;39;;100;29.06
495;Туфли Вечерняя Бабочка;purple;35;;100;43.6
497;Туфли Вечерняя Бабочка;purple;36;;100;43.6
498;Туфли Вечерняя Бабочка;purple;37;;100;43.6
499;Туфли Вечерняя Бабочка;purple;38;;100;43.6
500;Туфли Вечерняя Бабочка;purple;39;;100;43.6
504;Пантолеты Кости на Пляже;black;35;;100;13.07
506;Пантолеты Кости на Пляже;black;36;;100;13.07
507;Пантолеты Кости на Пляже;black;37;;100;13.07
508;Пантолеты Кости на Пляже;black;38;;100;13.07
509;Пантолеты Кости на Пляже;black;39;;100;13.07
513;Туфли Полет Валькирии;blue;35;;100;36.33
515;Туфли Полет Валькирии;blue;36;;100;36.33
516;Туфли Полет Валькирии;blue;37;;100;36.33
517;Туфли Полет Валькирии;blue;38;;100;36.33
518;Туфли Полет Валькирии;blue;39;;100;36.33
522;Туфли Ультра Лайн;jeans;35;;100;40.69
524;Туфли Ультра Лайн;jeans;36;;100;40.69
525;Туфли Ультра Лайн;jeans;37;;100;40.69
526;Туфли Ультра Лайн;jeans;38;;100;40.69
527;Туфли Ультра Лайн;jeans;39;;100;40.69
529;Туфли Ультра Лайн;white;35;;100;40.69
531;Туфли Ультра Лайн;white;36;;100;40.69
532;Туфли Ультра Лайн;white;37;;100;40.69
533;Туфли Ультра Лайн;white;38;;100;40.69
534;Туфли Ультра Лайн;white;39;;100;40.69
536;Туфли Ультра Лайн;red;35;;100;40.69
538;Туфли Ультра Лайн;red;36;;100;40.69
539;Туфли Ультра Лайн;red;37;;100;40.69
540;Туфли Ультра Лайн;red;38;;100;40.69
541;Туфли Ультра Лайн;red;39;;100;40.69
543;Туфли Ультра Лайн;flowers;35;;100;40.69
545;Туфли Ультра Лайн;flowers;36;;100;40.69
546;Туфли Ультра Лайн;flowers;37;;100;40.69
547;Туфли Ультра Лайн;flowers;38;;100;40.69
548;Туфли Ультра Лайн;flowers;39;;100;40.69
550;Туфли Ультра Лайн;brown;35;;100;40.69
552;Туфли Ультра Лайн;brown;36;;100;40.69
553;Туфли Ультра Лайн;brown;37;;100;40.69
554;Туфли Ультра Лайн;brown;38;;100;40.69
555;Туфли Ультра Лайн;brown;39;;100;40.69
559;Ремень Радуга;purple;;L;100;5.67
561;Ремень Радуга;purple;;XL;100;5.67
562;Ремень Радуга;purple;;XS;100;5.67
563;Ремень Радуга;purple;;M;100;5.67
564;Ремень Радуга;purple;;S;100;5.67
566;Ремень Радуга;see;;L;100;5.67
568;Ремень Радуга;see;;XL;100;5.67
569;Ремень Радуга;see;;XS;100;5.67
570;Ремень Радуга;see;;M;100;5.67
571;Ремень Радуга;see;;S;100;5.67
573;Ремень Радуга;pink;;L;100;5.67
575;Ремень Радуга;pink;;XL;100;5.67
576;Ремень Радуга;pink;;XS;100;5.67
577;Ремень Радуга;pink;;M;100;5.67
578;Ремень Радуга;pink;;S;100;5.67
580;Ремень Радуга;blue;;L;100;5.67
582;Ремень Радуга;blue;;XL;100;5.67
583;Ремень Радуга;blue;;XS;100;5.67
584;Ремень Радуга;blue;;M;100;5.67
585;Ремень Радуга;blue;;S;100;5.67
587;Ремень Радуга;brown;;L;100;5.67
589;Ремень Радуга;brown;;XL;100;5.67
590;Ремень Радуга;brown;;XS;100;5.67
591;Ремень Радуга;brown;;M;100;5.67
592;Ремень Радуга;brown;;S;100;5.67
594;Ремень Радуга;green;;L;100;5.67
596;Ремень Радуга;green;;XL;100;5.67
597;Ремень Радуга;green;;XS;100;5.67
598;Ремень Радуга;green;;M;100;5.67
599;Ремень Радуга;green;;S;100;5.67
603;Ремень Класика;black;;L;100;17.3
605;Ремень Класика;black;;XL;100;17.3
606;Ремень Класика;black;;XS;100;17.3
607;Ремень Класика;black;;M;100;17.3
608;Ремень Класика;black;;S;100;17.3
612;Ремень Элегантность;brown;;L;100;10.61
614;Ремень Элегантность;brown;;XL;100;10.61
615;Ремень Элегантность;brown;;XS;100;10.61
616;Ремень Элегантность;brown;;M;100;10.61
617;Ремень Элегантность;brown;;S;100;10.61
621;Ремень Строчка;brown;;L;100;11.62
623;Ремень Строчка;brown;;XL;100;11.62
624;Ремень Строчка;brown;;XS;100;11.62
625;Ремень Строчка;brown;;M;100;11.62
626;Ремень Строчка;brown;;S;100;11.62
630;Ремень Плетение;red;;L;100;10.9
632;Ремень Плетение;red;;XL;100;10.9
633;Ремень Плетение;red;;XS;100;10.9
634;Ремень Плетение;red;;M;100;10.9
635;Ремень Плетение;red;;S;100;10.9
639;Ремень Грубая Кожа;brown;;L;100;10.39
641;Ремень Грубая Кожа;brown;;XL;100;10.39
642;Ремень Грубая Кожа;brown;;XS;100;10.39
643;Ремень Грубая Кожа;brown;;M;100;10.39
644;Ремень Грубая Кожа;brown;;S;100;10.39
